id,seller_id,sku
130329,1,7205092672705
130330,1,7205963533388
700339,1,4457103453725
700340,1,4456419141753
700341,1,4459057513593
700343,1,4450163844489
700353,1,4451833776017
700356,1,4453212960697
702420,1,4454432702005
702423,1,4451435761428
702427,1,4455110575485
702433,1,4459333334942
702435,1,4458671600276
702437,1,4459384948952
702439,1,4455624715506
702440,1,4452046752973
702499,1,4486752453336
702501,1,4485594559541
702502,1,4487499084272
702504,1,4482821829408
702507,1,4483622694561
702514,1,4485453062182
715771,1,4458250877587
779591,1,4481260666308
779623,1,4482653164968
779661,1,4484662665511
779667,1,4482358701925
779677,1,4483782818418
779741,1,4480757880166
794685,1,8079259603432
794689,1,1183147275230
794693,1,2460345367752
794763,1,2968351546722
914582,1,4455350546719
914588,1,4458947827666
914594,1,4453894484290
914600,1,4456934278934
914606,1,4452289198262
945257,1,5824655324015
945285,1,1926931520723
945301,1,9385997167921
945303,1,4577020349458
952589,1,2082352897963
952591,1,8846314515944
1015726,1,4450125577417
1015730,1,4456499866461
1015732,1,4456189377857
1015736,1,4457915962392
1015738,1,4451048564645
1015742,1,4458610825043
1015746,1,4459078342950
1015748,1,4455392448408
1338971,1,2307601882690
1338973,1,7989268692277
1408703,1,7423353507669
1408707,1,7376490198668
1576261,1,2246660198796
1576263,1,6408868280369
1734489,1,5505121934661
1734493,1,7598453964282
1734495,1,6074777126175
1734503,1,6997589884319
1734505,1,7173515375741
1750495,1,8381463016053
2130489,1,5758935968012
2130491,1,6856723940987
2130495,1,2345212706998
2130497,1,8226746323971
2130499,1,3235629898272
2130501,1,6966014349662
2130503,1,5886719792918
2130525,1,5216883187720
2130527,1,2472673572524
2130531,1,9231723053818
2130535,1,7417107383456
2130537,1,8889351838096
2130539,1,8736137313332
2130541,1,5377278184400
2130543,1,3746206239178
2144181,1,5044622347094
2144183,1,4121664892018
2144185,1,6382662817993
2152135,1,1333970336466
2152137,1,7736095348033
2456069,1,8174286969978
2456073,1,7340305114471
2456083,1,6784269833244
2456085,1,5297178510508
2456087,1,8173242559482
2618265,5417,8302807033673
2618267,5417,8902527561687
2618269,5417,8077728683589
2618271,5417,7658149396831
2618273,5417,2182793478094
2618275,5417,2908992840308
2618277,5417,5778427778059
2618279,5417,1067261051096
2618281,5417,2622954385118
2618285,5417,2807410742159
2618287,5417,3546113278242
2618289,5417,8170910895958
2618291,5417,9785310686397
2618293,5417,3098546053786
2618295,5417,2519862139417
2618297,5417,8853893330424
2618299,5417,4151300332394
2618301,5417,1347206026205
2618321,5417,7421229995855
2618323,5417,3713745213259
2618325,5417,4133672111982
2618327,5417,1685355697564
2618329,5417,2173290809153
2618331,5417,4359882415478
2618345,5417,5505858227579
2618347,5417,2710196179999
2618349,5417,6624940070448
2618351,5417,2885813624791
2618355,5417,7741564145358
2618395,5417,9608424419456
2618431,5417,2151596019957
2618437,5417,7019211666113
2618439,5417,3895056715070
2618441,5417,8454482481932
2645915,2549,7284420534236
2645917,2549,6316840716440
2645919,2549,2939577208473
2645923,2549,9820425079495
2645925,2549,6547843299313
2645927,2549,4629924260268
2716023,5417,7468475598478
2716027,5417,6341156876014
2716029,5417,3545310692714
2730357,5417,9310828580693
2730361,5417,4584582282420
2730369,5417,3833124889117
2730371,5417,7445084335793
2730373,5417,1617523178421
2730375,5417,4577627574154
2730377,5417,7725928791221
2730381,5417,1716776001842
2730383,5417,8816509173747
2730399,5417,9353962548266
2730401,5417,9555675450311
2730403,5417,3403025208371
2730411,5417,4131398686210
2730413,5417,2845040525858
2730417,5417,2644601970775
3555995,5417,3241450122011
3555999,5417,4591961792289
3556003,5417,5685613258465
3556007,5417,8208414525580
3570555,5417,1675544833071
3570559,5417,9751311713370
3570563,5417,6410724568108
3570567,5417,5258274620676
3604749,5417,7424446939787
3604753,5417,2480503026741
3604757,5417,6754900946022
3604761,5417,1698617142283
3604765,5417,3599943047229
3604769,5417,6787125724533
3604773,5417,4452389512890
3604777,5417,7316214590309
3604781,5417,5332932981771
3653711,5417,1318653408968
3653715,5417,3584370219196
3653719,5417,7384075922270
3653723,5417,3090665687941
3656313,1,6307673704360
3656315,1,4493379622847
3656317,1,1758534232327
3951825,5417,7834777342185
3951829,5417,3741007090119
3951833,5417,7888613276950
3951837,5417,7017272648796
3951841,5417,3635915528645
3951845,5417,2844068242945
3951849,5417,1644603054061
3951853,5417,3877162807467
3951857,5417,4633591540424
4612477,5417,8692714072972
4612481,5417,7880729754896
4612485,5417,5515401774696
4612489,5417,2328884080214
4621693,5417,5086292454559
4621697,5417,5110399605023
4621701,5417,8559665733614
5811241,5417,3003711695531
5811245,5417,2743901667047
6348801,329,8149817016995
6348805,329,8535736744178
6348809,329,5040265604402
6348813,329,6234701661930
6348817,329,3235927616257
6592575,1,4717240787177
6592979,1,7480865235152
6593045,1,2781935641848
6634741,5417,1940726981186
6634745,5417,9704292204016
6635727,5417,1816716624541
6635731,5417,4345045778399
6895389,1,1908408302247
6895393,1,5587528498434
6895397,1,8055826547026
6895401,1,4201648834910
7366219,5417,3960868636346
7366223,5417,8856820259706
7366227,5417,8014839023514
7393199,5417,5381492681645
7393203,5417,9166577481947
7408515,5417,4204477906377
7408519,5417,1597700776582
7408523,5417,2872297790333
7466077,5417,8569504188284
7466081,5417,8553325957549
7761903,5417,8368511461409
7761905,5417,9681000305725
7761907,5417,2804632759743
7761909,5417,7782646825843
7761911,5417,3646491775873
7761913,5417,5758611639687
8049427,5417,5085444092205
8049429,5417,6294050438140
8049431,5417,7811554028302
8049434,5417,2346238268309
8049436,5417,6919240418268
8049438,5417,6272519533254
8281091,1,1029345268462
8327599,1,7521631785102
8327601,1,8482332679710
8327603,1,5930473871799
8327605,1,6978443529744
8327614,1,8572833221003
8327616,1,7790616770567
8327618,1,3657281373469
8432742,1,8587106830110
9381400,5417,8556237031574
9381402,5417,2593928851277
9381404,5417,2407499968657
9381406,5417,7334785891380
9381408,5417,7758482855160
9381410,5417,8814389613995
9445392,8437,3952234775230
9445394,8437,2954900404186
9812828,5417,8044588390674
9812830,5417,4428930402859
9812832,5417,7608065425979
9812834,5417,1462082657883
9812836,5417,4626324669226
9812838,5417,1925719544630
9849805,5417,8274815948716
9849807,5417,4929507844282
9849809,5417,6898099984301
9850935,17921,8713171880327
9850937,17921,3685383340287
9850939,17921,2179349706879
9850941,17921,8566082653340
9850943,17921,6861508326207
9850945,17921,3494253996819
9850947,17921,4636885085540
9850949,17921,9608197693312
9850951,17921,5568884153199
9850953,17921,8742242208630
9850955,17921,9264339617013
9850957,17921,5814232138982
9850959,17921,3273762727998
9850961,17921,4085945908631
10055938,61,1464325157747
10055940,61,4403409563644
10055942,61,1404142258487
10071329,5684,7601807342787
10082837,61,1584919159657
10082876,61,7981121521670
10082914,61,9180526199332
10082943,61,4047369409361
10102199,5684,3101286641424
10233947,61,1575667597488
10233949,61,6163344389522
10669583,61,1309928791502
10734198,5417,9543192911552
10734200,5417,9455516041817
10734202,5417,7970566513616
10785237,5417,6788072916385
10785239,5417,5966775407435
11144703,5417,3561654126326
11144705,5417,6770987014836
11221492,5417,8799457190922
11221494,5417,2442203731400
11221496,5417,2143276081835
11221498,5417,5398134225266
11273738,5417,9769574319277
11273740,5417,5807799222157
11273742,5417,8616077934203
11273744,5417,4906070978231
11435628,17921,1807161371555
11435630,17921,2973623526470
11435632,17921,8751881953313
11435634,17921,6444470171862
11435637,17921,3080180940386
11435639,17921,2625965200746
11435641,17921,9413264053537
11435645,17921,6526657176195
11435647,17921,9656498559585
11435649,17921,5506615138596
11435651,17921,7713633968274
11435653,17921,2470483760049
11435655,17921,7221647768372
11435657,17921,8702391044527
11435659,17921,2193753561893
11435661,17921,5626027129927
11435663,17921,6511002619601
11435665,17921,3059890342780
11435667,17921,9608452863450
11435671,17921,1452193284740
11435673,17921,2013900782660
11435675,17921,9584588699210
11435683,17921,4982099000252
11435685,17921,3814915697081
11435688,17921,2581338088048
11435734,17921,7562995598137
11435736,17921,7759735136456
11435739,17921,5000621507396
11435741,17921,6327338826763
11435744,17921,1243456157327
11435746,17921,9280658955636
11435758,17921,9364104451412
11435760,17921,7311318919872
11435787,17921,6119705273856
11435792,17921,5819319721484
11435797,17921,2647815252293
11435808,17921,7304794418809
11435810,17921,3357776187716
11435908,17921,9041831114130
11435910,17921,8984511028765
11488922,1,4404653966021
11488930,1,6389833606462
11728999,61,6333938747698
11729006,61,8430844637865
11729016,61,8341158457189
11729028,61,8946756950294
11729039,61,3492467751934
11729054,61,3014647562538
11729073,61,8327238839762
11729090,61,7342594390338
11729120,61,3621046540519
11729129,61,6922903346143
11729141,61,4448856143438
11729159,61,4765763424840
11737094,5417,8609034048945
11737096,5417,1118239224100
11737098,5417,9691417306680
11737100,5417,2633994468525
11947183,5417,9713017380683
11947185,5417,6767223816194
11963412,7802,2491585184182
11963414,7802,3749074380218
11963416,7802,4466371720439
11963418,7802,4525157251731
12111817,5417,9801364111873
12111819,5417,8261454295882
12112674,17921,1855922061979
12112676,17921,1122334763297
12112698,17921,2009075417490
12112700,17921,5602575119894
12112702,17921,3939728771701
12112704,17921,3286930231449
12112706,17921,6703295138635
12112711,17921,5404797772877
12112713,17921,3906375196218
12112715,17921,3908626547756
12112717,17921,5223360016961
12112719,17921,7834637765369
12112721,17921,7416832482366
12112729,17921,3147301799695
12112731,17921,9433576599936
12112733,17921,9996331623548
12112735,17921,6878371188269
12112737,17921,7932910026814
12112739,17921,3427413601018
12112799,17921,2393815405527
12112801,17921,5559414784631
12367068,28122,6074772261543
12367073,28122,9383842870217
12367075,28122,4470231035199
12367078,28122,6586388854069
12367079,28122,6003533829081
12639080,15437,9962543893079
12639084,15437,4005645720685
12676814,17921,2668244880369
12676816,17921,8721076281453
12676818,17921,6029682180590
12676951,17921,9881312173474
13301211,61,2266589101103
13302284,61,4774428133065
13568319,1,4680352857765
13568321,1,1328257951562
13568323,1,6204908032574
14047017,5417,1374126479149
14047019,5417,1273980336592
14047021,5417,3603688067555
14047023,5417,4342786308960
14071810,5417,8722990998847
14071812,5417,4419155175161
14071814,5417,3566608455248
14071816,5417,6308614535128
14132734,5417,6113011636749
14132736,5417,7006707793101
14459662,5417,3895728025025
14459664,5417,7540963430962
14459666,5417,4880062975333
14459668,5417,1863103557685
14516502,5417,4223956534054
14516504,5417,3538465788111
14524273,5417,6304004101669
14524275,5417,1184457276627
14524277,5417,8054596838341
14524280,5417,2933038922403
14524284,5417,2670985364244
14524286,5417,2722978514812
14536915,5417,4417537573826
14536917,5417,6738478684456
14536919,5417,9724993324622
14536921,5417,1874645576294
14536923,5417,9917377655652
14536925,5417,1502194110217
14685476,61,6223161096277
14685478,61,7620145084890
14685480,61,4803420158810
14685482,61,7406083992592
14685484,61,7972736427938
14702880,5417,1627102428922
14702882,5417,2743224124838
15163052,61,8979997146010
15163056,61,4884899656724
15163073,61,5562665264272
15163078,61,6307827290701
15167140,61,3997633321503
15167146,61,7045911724747
15167152,61,5266358874914
15167165,61,6604899519656
15167167,61,9728916126935
15167169,61,7704551269970
15172657,61,2359005034311
15220474,5417,6707533313075
15220476,5417,4286323826589
15220478,5417,4710067779042
15319337,20624,4333292570538
15319339,20624,4579188657079
15319341,20624,3777597391374
15319343,20624,5265208696942
16085635,5417,4388718200162
16085637,5417,5815447913098
16085639,5417,4597347487015
16085641,5417,2527293774114
16506184,5417,4923834930106
16506187,5417,9538865294452
16506189,5417,9543972829404
16506191,5417,3698380485004
16506193,5417,1736781595457
16506195,5417,5365135759076
16506197,5417,5345949765869
16506199,5417,6246353678822
16506201,5417,2212378316838
16506203,5417,2290516926453
16506205,5417,2593719350736
16506207,5417,5939471611840
16510094,1262,6211132889829
16510096,1262,6514390185789
16510099,1262,4460855076920
16510101,1262,3012454032152
16510150,1262,9846566786269
16510154,1262,9209586490668
16528034,1262,7437359321525
16528036,1262,5204213730470
16554883,1262,4508139711485
16554885,1262,3430974749808
16554887,1262,1465359756418
16554983,1262,8949751518582
16554985,1262,7882206003411
16903426,30627,8313513234216
16903428,30627,8095189022266
17593522,1,5127213134874
17593524,1,1468206390964
17593529,1,9960733434217
17593532,1,9259185088469
17593537,1,4494897134706
17593561,1,2940686573901
17593563,1,9580893576062
19791600,28122,5235072958361
19892056,5417,3470704841242
19892058,5417,5637866297166
19892060,5417,2464888612805
19892062,5417,1881717429143
19892064,5417,7414066939618
19892066,5417,9969336586101
20121338,10158,5040855960567
20121340,10158,9738827220929
20121342,10158,5677455547289
20121344,10158,2937634008196
20266116,61,3797838199484
20858063,61,3715389022396
20858069,61,1623550056700
20858094,61,6838187965232
20858098,61,4597551961349
20858115,61,4069541359059
20858134,61,9752344255363
21439489,61,7725183680629
21439493,61,1277384457938
21439495,61,9787488808793
21439497,61,6893695973629
21439502,61,1737991416792
21439595,5417,8913301317666
21439597,5417,2070841172646
21439599,5417,8554647246991
21439601,5417,2730193044007
22755766,5417,1451108621526
22755768,5417,2808688375452
22755770,5417,1836684128933
22755772,5417,5249485269587
22755774,5417,7151226842561
22755776,5417,6171853220328
22900777,16217,7009207534748
22900779,16217,1852260418168
23302203,61,3192406394160
23302232,61,6538877100010
23302254,61,7408305206562
23302264,61,1381753389963
23302271,61,9448496453879
23421088,61,2147003602072
23421092,61,8263810160896
23421094,61,6116372265030
23421098,61,5593064036498
23421109,5417,4660282638115
23421111,5417,1514121196621
23421113,5417,3773190013552
23421115,5417,7163522704184
23421117,5417,9560531602629
23421119,5417,9701198712751
23421121,5417,1265342789832
23421123,5417,6911313948092
23421125,5417,1058965052557
23828614,5417,6331818334730
23828616,5417,5396383740363
23828618,5417,5960141482699
23982372,1262,8865122517414
24293187,61,2927744012350
24305969,61,4345584141098
24306030,61,3179047905917
24959528,5417,9395566234411
24959530,5417,3068530551864
24959532,5417,7627418884294
24959534,5417,6397133205919
24959536,5417,9315761229319
24959538,5417,3873973199449
24985101,5417,7494456396320
24985103,5417,9662678845874
24985105,5417,3732771200804
24985107,5417,4402113358225
24985109,5417,1918457708150
24985111,5417,8754930341161
24988474,5417,8386113838016
24988476,5417,2687731014810
25190650,61,6448799303515
25190761,61,8288614612280
25190858,61,9047324510410
25190925,61,8665590735897
25190966,61,8020094966121
26036418,12195,2492158296660
26036420,12195,2127966462838
26036422,12195,5355288886354
26036424,12195,6924740056735
26036426,12195,6862379594658
26036428,12195,8146191989037
26036430,12195,3395533029190
26036432,12195,6224559209187
26036434,12195,2793041259893
26036436,12195,2619434791897
26339039,5411,2513859321618
26339182,5411,2701640158196
26339200,5411,2040449610369
26465029,7795,7039585053678
26465031,7795,9944126728121
26465033,7795,2298777378967
26465035,7795,3599654409750
26465037,7795,9982521627434
26465039,7795,3689831753483
26465041,7795,7881007755550
26465043,7795,2729140894789
26465046,7795,1492269198717
27611007,1,1565676694056
27611016,1,5681854052190
27611019,1,6052997071086
27611021,1,6183464840819
28324643,1,2832235515022
28324645,1,4429980076311
28324647,1,8582322240880
29260726,5417,1595067822119
29260729,5417,7133940426036
29260732,5417,6958724388239
29260735,5417,9258845791534
29260738,5417,9379678399381
29260742,5417,2796040978581
29619798,1262,5060641760751
29619911,1262,7740391500347
29619913,1262,3029380338906
29619964,1262,5287901091930
29619967,1262,4014603065447
29619970,1262,1979476949276
29619988,1262,1418837042862
29620001,1262,4325562602704
29635759,1262,4027445584366
29635762,1262,6579491013638
30150286,5417,9918197088491
30150288,5417,2674495704613
30150290,5417,2094620277308
31276272,20741,6804832640540
31276274,20741,6101941502036
31276276,20741,9066602958546
31276278,20741,8740158676697
31276280,20741,2882818755987
31276282,20741,9451489512224
31276284,20741,2477594694560
31276286,20741,1634076828498
31276288,20741,8443574640937
31276290,20741,4664234150489
31276292,20741,8287921878556
31276294,20741,9523265459655
31276846,6837,2028082724803
31276848,6837,1280015736982
31276850,6837,8588542797296
31276852,6837,1215312451955
31276854,6837,7724162654286
31276856,6837,8278304001746
31276858,6837,3680968377511
31276860,6837,6129975288863
31276862,6837,8292945641703
31276864,6837,6327762120093
31276866,6837,1243804261225
31276868,6837,9477284525924
31277350,23136,4224174587105
31277352,23136,8251512220635
31277354,23136,3795739892268
31277356,23136,3305172462449
31277358,23136,8927731749911
31277360,23136,1860927936436
31277362,23136,7663253274951
31277364,23136,1487212229655
31277366,23136,6573157817813
31277368,23136,3321133417808
31277370,23136,3619489970024
31277372,23136,6151692618722
31957384,50795,6327341621508
31957386,50795,8378313871078
31978709,5417,2895425450596
31978711,5417,9499897796645
31998859,5417,3621723801209
31998861,5417,5629304008571
31998863,5417,6329601733266
31999310,73828,2094624016774
31999312,73828,6327695005436
32426250,5417,2041885583569
32426252,5417,3652568461501
32426254,5417,5164406852801
32426256,5417,7696787576543
32426258,5417,1027349253408
32796718,1,6990952877949
32796720,1,5804764560863
34180399,5417,3862902199742
34180401,5417,6279211072791
34180403,5417,7538450004055
34455607,5417,1045596451156
34455609,5417,5122062075507
34455611,5417,3219933214447
34752634,5417,9348768524477
34752636,5417,9491146867151
34752638,5417,2635142660331
34752640,5417,7546806661494
34752642,5417,9889340484388
34752644,5417,1524076424465
35171446,5417,4272541680195
35238538,5417,8478949281026
35238540,5417,5348682248767
35239754,5417,6733735665063
35239756,5417,4354849334144
35239758,5417,5010444608095
35239760,5417,5942507332022
35243672,5417,1607955629080
35243674,5417,4133240965436
35244822,5417,2168699953187
35245004,5417,1335462190013
35270971,5417,2021335623175
35404390,5417,1576681131351
35404392,5417,5995841615450
35409458,5417,3501829579724
35430623,5417,2316571749865
35580964,5417,5413499373213
35590671,5417,2100156779497
35590673,5417,6947238070563
35728890,5417,4904875870828
35802501,5417,1214189298816
35802503,5417,1190981828768
35802505,5417,7397828338495
35945323,5417,5354879180130
36387117,43956,9879111085814
36387119,43956,7335255440596
36387121,43956,7098657857262
36437928,5417,7341701116663
36437930,5417,8246011999403
36495162,5417,9124056053306
36495164,5417,8832451665840
36560506,1,6676094905213
36560508,1,9181618598590
36560511,1,7115513469787
36560513,1,7370204647114
36622697,2836,7249479424648
36622701,2836,6796188914072
36622705,2836,4714895565808
36622709,2836,7910176521168
36622713,2836,2077049533026
36622717,2836,6050378260098
36622721,2836,7884079994148
36622725,2836,7273164438412
36622729,2836,3827289177042
36622733,2836,6748971577025
36622737,2836,1154692367343
36622741,2836,3335551552874
36622745,2836,9260088931394
36622748,2836,5562665451825
36622750,2836,3953138252674
36622752,2836,2579722013011
36622754,2836,5321342618902
36622756,2836,1375536622460
36622758,2836,4451558787008
36622760,2836,5750826835137
36904258,5826,5124413187358
36904260,5826,6024512313216
36904262,5826,3061859227519
36904264,5826,3277271971668
36904266,5826,2270435211939
36904268,5826,3386351788437
37291030,61,5912230645928
37291036,61,4707895874384
37291039,61,6849647612405
37316918,5417,4360161337572
37316920,5417,2427821852614
37646179,5417,7835171120904
37651812,5417,5854752068420
37651832,5417,1265171273700
37651833,5417,6894917877220
37651834,5417,5760439073529
37653431,5417,7251167811562
37653433,5417,7039474488673
37653435,5417,7584243652170
37653437,5417,1106600675958
37653439,5417,5175180858712
37653441,5417,3539780569027
37653443,5417,8104163160815
37653445,5417,4163680114095
37653447,5417,1056944443174
37826600,5417,9619205401935
37826602,5417,8169651534943
37893244,5417,8001429973441
37893246,5417,5229659754682
37893248,5417,6648553825288
37919667,5417,7775790297208
37919669,5417,8582061842390
37919671,5417,2614176527520
37969761,5417,1740335065884
38096052,5417,1817813975390
38104495,78095,7024601793485
38104497,78095,2151342342100
38104499,78095,9057740886532
38104501,78095,1312984793472
38104503,78095,5667910733463
38104505,78095,9337579244360
38104507,78095,6907546353253
38104509,78095,7516918736724
