id,seller_id,sku
38104511,78095,3518022884890
38104513,78095,3529062567261
38104515,78095,3199231229537
38104517,78095,9863367344597
38104751,5417,4027304136996
38104753,5417,7352391540539
38104755,5417,2897295013079
38537314,5417,6584515378259
38537316,5417,5387883480477
38761728,5417,1889962483613
39315082,73261,5717629139305
39325450,5417,7144337178469
39325452,5417,8414743102709
39331193,9249,9013633277368
39331195,9249,7534957757944
39331197,9249,8359047584854
39331199,9249,8394425619216
39331201,9249,8326894321772
39331203,9249,4134516596170
39331205,9249,9104733657935
39331207,9249,8870297123001
39331209,9249,3953096418501
39331211,9249,5949118841486
39331213,9249,9320348799291
39331215,9249,9857167153398
39838729,5826,3936704703404
39838731,5826,1532998773080
39838733,5826,7526507371038
39838735,5826,8427618050654
40582452,5417,2286946190182
40582454,5417,2270883790123
40582456,5417,6287660795123
40582458,5417,8490686054589
40582460,5417,5232059588689
40582462,5417,6020810959682
40607848,5417,1283480911755
40607850,5417,9806388005467
40607854,5417,5247353718403
40607856,5417,2038442714306
40607859,5417,6979974738391
40607861,5417,5280149971958
41067080,5417,2109369490397
41067082,5417,4125429772355
41094607,5417,2666265496446
41094609,5417,3373172643052
41094611,5417,9224436967725
41098189,5417,1613969465019
41654788,6903,3711166292297
41654790,6903,6565317122288
41654798,6903,3649430994984
41654809,6903,8584441610346
41654820,6903,3156586856320
41654832,6903,2915607124289
42325203,5417,9222285986072
42325205,5417,3798696055103
42325207,5417,8128249523394
42325209,5417,8789276233993
42325211,5417,3381568942658
42325213,5417,1226351948221
42411420,5417,6172463856242
42411422,5417,5266348855459
42411424,5417,8722258428543
42992890,61,5521513912581
42992903,61,5624817589838
42992905,61,3084976866577
42992916,61,9261096481789
42992919,61,2638437982316
43131121,20741,5818221000533
43131123,20741,8391700429188
43131125,20741,8703875222264
43131127,20741,6608092627897
43131129,20741,9818008647094
43131131,20741,5916836297239
43131133,20741,4394331508998
43131135,20741,9576379409702
43131137,20741,5548398358570
43131139,20741,1761679741746
43131141,20741,4540100420750
43131143,20741,6676489706609
43163908,23136,5832780407169
43163910,23136,1598992187872
43163912,23136,2663654884747
43163914,23136,2343265685598
43163916,23136,4447903851388
43163918,23136,4756303903451
43163920,23136,8029464644287
43163922,23136,9371379462333
43163924,23136,3913396379735
43163926,23136,6842392425511
43163928,23136,7630957301306
43163930,23136,6666495407355
43759038,28122,2125312815345
43975586,78095,7765832819871
43975587,78095,1062797877707
43975604,78095,1087893895677
43975605,78095,4002906083435
43975607,78095,5275809487801
43975608,78095,2934972402747
43975609,78095,2620683958818
43975612,78095,9488724678001
43975620,78095,3214705542186
43975621,78095,5064392196470
43975623,78095,1565852623603
43975955,78095,9752663906038
43991599,6837,2636645402428
43991958,6837,8368059303513
43992155,6837,7598768755872
43992409,6837,5892465025897
43992444,6837,2576993625943
43992450,6837,7557647603529
43992459,6837,8345927948786
43992472,6837,8995233101209
43992487,6837,2046008922478
43992493,6837,2502479981999
43992517,6837,8765707781424
43992527,6837,3532814725352
44691395,5411,3491322033246
44691397,5411,7169143940338
45023953,5417,9130798129292
45023955,5417,1141744853183
45023957,5417,3287255066013
45023959,5417,4530468034683
45023961,5417,6807240433599
45023963,5417,3856580555716
45485879,5417,4893529748876
45485881,5417,1722837973195
45485883,5417,2948347822122
45485885,5417,8902257080670
45485887,5417,1634640805214
45485889,5417,1579488527006
45861141,5417,5540851543837
45861706,5417,5429676283282
45984077,5417,1663609252905
45984079,5417,6501797179336
46040510,5417,1214611770057
46041024,5417,4986594431436
46092723,5417,3823615370590
46102624,5417,5972419144123
46102626,5417,3593558411659
46104799,1,7198296310439
46104801,1,4037195717778
46104803,1,7891525094727
46104805,1,2132287760495
46104807,1,8884361724476
46108244,5417,8503779476271
46158999,5417,6570802333063
46159001,5417,2330253340461
46175178,5417,5040575113397
46175180,5417,4614077575314
46175990,5417,4576575299539
46175992,5417,9400333514129
46175994,5417,4128642966044
46472708,5417,1130937633459
46472884,5417,4221962119487
46486529,5417,5472349597902
46606893,5417,5161945026304
46606895,5417,2387598535458
46606897,5417,7032512317607
46640146,5417,2712796490894
46640148,5417,6769201078273
46746847,5417,9236255301673
46746849,5417,9156193313999
46746851,5417,9259865001047
46746853,5417,3618655460062
46748563,1,8844409284690
46748565,1,8894206881783
46949461,5417,5710776783025
47133780,5417,2852147366611
47133782,5417,1804857168000
47133784,5417,3318626350568
47133786,5417,7744019953829
47258506,5417,1345411988363
47258508,5417,4263900060437
47258510,5417,5176752692185
47367893,7795,8048845784947
47367895,7795,3601671497525
47367897,7795,5775365048909
47367899,7795,1641333593884
47367901,7795,6641230420530
47367904,7795,3290361142762
47367906,7795,7119858823402
47367908,7795,1748560546321
48025257,1,8729457102687
48025258,1,3071752936678
48025261,1,8410808948183
48025262,1,5458482891916
48937091,1330,3877546385536
48937093,1330,3429660085535
48937095,1330,8961306519790
49990528,1,8659880805353
50392151,1,8073320555644
50392155,1,7876354891082
50392156,1,8712029584714
50392158,1,7331324418411
50451980,5417,1969018912561
50451982,5417,9760769611824
50451984,5417,3956760929938
50451986,5417,4296496171195
50451988,5417,1059272243171
50451990,5417,6005335712707
51353719,7795,2702824327018
51353722,7795,6349462409940
51353724,7795,3846358324606
51353726,7795,6370293726944
51353728,7795,4414841749640
51353730,7795,8381126299731
51353732,7795,9837856173678
51353734,7795,5662718936375
51353736,7795,7103416243535
51353738,7795,9692778837950
51353740,7795,5598660249655
51353742,7795,7382703352956
51353744,7795,7549980600600
51353746,7795,1891864030857
51353748,7795,8485983103306
51353750,7795,3204808292569
51353752,7795,5203119958162
51353754,7795,3025722107933
51353756,7795,2814142142492
51353758,7795,3687127161165
51470990,1,7994208879267
51470992,1,1184258016408
52250876,19652,3172270499048
52644121,54841,6329990905756
52644123,54841,9888584978042
53531260,47532,6626089934384
53531262,47532,1080685479772
53531264,47532,2098453034978
53565051,479,9315194923938
53579425,479,1095092872924
53749817,479,1574759491635
53991219,479,6157599776046
53991427,479,3467692813252
53991444,479,6578504853360
53991446,479,5475387881057
53991476,479,1109905108381
54437397,102740,2180579938756
54437399,102740,7960013139490
54437401,102740,7747950486333
54437403,102740,3680161587014
54437405,102740,7885098416086
54441515,59080,9453441859835
54441517,59080,4165648755388
54441519,59080,6379037063338
54441521,59080,3251804944473
54443215,7827,2707794919737
54443342,7827,7459013452079
54443630,7827,3243228301475
54447643,105102,8180113718848
54447647,105102,1412342058141
54447649,105102,1602769150584
54455974,7827,5719573470121
54572721,1330,7886952953686
54572725,1330,8588820384392
54572730,1330,4400590527639
54592481,7795,3964295288871
54592483,7795,4140458488169
54592485,7795,3001187175601
54592487,7795,1268943440010
54592489,7795,1088982504418
54592491,7795,5474584701168
54716579,1,8586879977756
55156331,12632,9912887793078
55156333,12632,8676318868964
55156337,12632,3624602614068
55535054,61,1833946498438
55535056,61,3603061030428
55578467,1,2891189598970
55578473,1,9449050316968
55578477,1,6970610360136
55578480,1,8779938582910
55580530,1,9663213104128
55580532,1,2928630779432
55580534,1,7705133748555
55598549,1,3143957333894
55598553,1,9067809771938
55598557,1,4158864872403
55778725,19595,5584316742175
55779004,19595,1941282097397
55779006,19595,8319624029826
55963339,35488,7140067491212
55963341,35488,5014489768653
55963343,35488,7704552174594
55963345,35488,1770727421165
55963347,35488,6242191033021
55963349,35488,3280226967098
55963351,35488,4562113788481
55963353,35488,5651958298664
56513382,5417,2888315680425
56650571,599,8359298860035
56650575,599,6735878877600
56650577,599,4059183007388
56650581,599,5335557756038
56650583,599,9884187823031
56729021,10255,4678728025009
56828017,132967,5805822853064
56880197,1,2593428701522
56880199,1,9904581050908
56880201,1,1183290663090
56919856,6903,2756328925867
56919858,6903,7024322923246
56919862,6903,6303819250883
56919864,6903,7293481871372
56919878,6903,2129964263585
56919880,6903,3967216201171
56919888,6903,7935460918318
56919892,6903,3121513434087
56919904,6903,1541316658176
56919906,6903,6407807141525
56941040,75229,3605261575204
56941526,1,7042638757133
56941528,1,9433901554951
57325672,1,3084328366519
57325673,1,7062601945381
57325674,1,4152887299544
57325675,1,2749109338499
57499251,329,3125512799314
57499338,329,9797591008560
57665255,329,9693463117418
57999971,7802,9788508075232
57999973,7802,1332541301742
57999975,7802,8725381324454
