order_code,status,created_at,order_price,quantity_sold,seller_id,product_status,sku,special_price_before,special_price_after,price_before,price_after,current_price_before,current_price_after,specialFrom,specialTo
724326120,"('canceled',)",2021-01-26 21:02:03,"('12750',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
337118196,"('giao_hang_thanh_cong',)",2021-01-26 21:02:02,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
620194048,"('giao_hang_thanh_cong',)",2021-01-26 21:01:57,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
527686282,"('giao_hang_thanh_cong',)",2021-01-26 21:01:56,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
498269612,"('complete',)",2021-01-26 21:01:51,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
498480281,"('giao_hang_thanh_cong',)",2021-01-26 21:01:45,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
699477714,"('complete',)",2021-01-26 21:01:44,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
767696399,"('giao_hang_thanh_cong',)",2021-01-26 21:01:40,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
391394702,"('giao_hang_thanh_cong',)",2021-01-26 21:01:38,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
978095866,"('giao_hang_thanh_cong',)",2021-01-26 21:01:36,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
678091221,"('giao_hang_thanh_cong',)",2021-01-26 21:01:29,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
691104706,"('giao_hang_thanh_cong',)",2021-01-26 21:01:21,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
958165868,"('giao_hang_thanh_cong',)",2021-01-26 21:01:18,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
379668851,"('giao_hang_thanh_cong',)",2021-01-26 21:01:15,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
357815628,"('giao_hang_thanh_cong',)",2021-01-26 21:01:07,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
476079216,"('complete',)",2021-01-26 21:01:07,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
382324803,"('giao_hang_thanh_cong',)",2021-01-26 21:00:58,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
509702547,"('giao_hang_thanh_cong',)",2021-01-26 21:00:52,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
521971407,"('complete',)",2021-01-26 21:00:50,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
601782564,"('giao_hang_thanh_cong',)",2021-01-26 21:00:49,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
323146557,"('giao_hang_thanh_cong',)",2021-01-26 21:00:46,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
805682132,"('giao_hang_thanh_cong',)",2021-01-26 21:00:42,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
568381968,"('giao_hang_thanh_cong',)",2021-01-26 21:00:41,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
608108270,"('giao_hang_thanh_cong',)",2021-01-26 21:00:32,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
664841719,"('complete',)",2021-01-26 21:00:28,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
747076932,"('complete',)",2021-01-26 21:00:28,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
706549333,"('giao_hang_thanh_cong',)",2021-01-26 21:00:26,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
303462753,"('giao_hang_thanh_cong',)",2021-01-26 21:00:11,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
716945255,"('complete',)",2021-01-26 21:00:10,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
404777425,"('giao_hang_thanh_cong',)",2021-01-26 21:00:09,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
616649017,"('giao_hang_thanh_cong',)",2021-01-26 21:00:06,"('1000',)",1,63142,1,4666246036935,13500,12750,15000,15000,15000,15000,2021-01-26 21:00:00,2021-01-27 07:00:00
885683661,"('giao_hang_thanh_cong',)",2021-01-27 13:21:17,"('2550000',)",1,10016,1,1947959556785,2650000,2550000,2650000,2650000,2990000,2990000,2021-01-12 00:00:00,2021-01-31 11:59:59
618776786,"('canceled',)",2021-01-26 18:27:57,"('529000',)",2,103997,1,4653848358497,429000,529000,529000,529000,899000,899000,2020-12-28 00:00:00,2021-02-28 11:59:59
632019083,"('giao_hang_thanh_cong',)",2021-01-26 20:17:47,"('83000',)",1,,,,,,,,,,,
402765899,"('giao_hang_thanh_cong',)",2021-01-27 17:04:30,"('83000',)",1,139029,1,1901881119142,109000,109000,119000,119000,119000,119000,2021-01-27 00:00:00,2021-01-28 00:00:00
493631896,"('giao_hang_thanh_cong',)",2021-01-28 10:14:54,"('120000',)",1,152546,1,3125300393588,134000,120000,234000,234000,234000,234000,2021-01-27 00:00:00,2021-01-30 11:59:59
470843232,"('giao_hang_thanh_cong',)",2021-01-27 15:40:31,"('120000',)",1,152546,1,3125300393588,134000,120000,234000,234000,234000,234000,2021-01-27 00:00:00,2021-01-30 11:59:59
432481927,"('canceled',)",2021-01-28 16:01:42,"('99000',)",1,154298,1,8125579629604,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
486638006,"('giao_hang_thanh_cong',)",2021-01-28 13:23:06,"('99000',)",1,154298,1,8125579629604,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
339229977,"('giao_hang_thanh_cong',)",2021-01-27 21:01:27,"('99000',)",1,154298,1,8125579629604,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
998112724,"('canceled',)",2021-01-27 18:47:22,"('99000',)",1,154298,1,8125579629604,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
518103880,"('canceled',)",2021-01-27 15:50:24,"('99000',)",1,154298,1,8125579629604,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
486977150,"('canceled',)",2021-01-27 15:49:08,"('99000',)",1,154298,1,8125579629604,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
727288267,"('giao_hang_thanh_cong',)",2021-01-27 15:01:05,"('99000',)",1,154298,1,8125579629604,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
210748880,"('canceled',)",2021-01-27 15:01:05,"('99000',)",1,154298,1,8125579629604,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
828693620,"('giao_hang_thanh_cong',)",2021-01-26 22:04:02,"('89000',)",1,154298,1,8125579629604,99000,99000,99000,99000,199888,199888,2021-01-04 00:00:00,2022-02-28 11:59:59
590733465,"('canceled',)",2021-01-26 21:52:22,"('89000',)",1,154298,1,8125579629604,99000,99000,99000,99000,199888,199888,2021-01-04 00:00:00,2022-02-28 11:59:59
459476159,"('canceled',)",2021-01-26 19:00:02,"('89000',)",1,154298,1,8125579629604,99000,99000,99000,99000,199888,199888,2021-01-04 00:00:00,2022-02-28 11:59:59
495964805,"('canceled',)",2021-01-26 17:41:20,"('89000',)",1,154298,1,8125579629604,99000,99000,99000,99000,199888,199888,2021-01-04 00:00:00,2022-02-28 11:59:59
695052673,"('canceled',)",2021-01-26 16:08:09,"('89000',)",1,154298,1,8125579629604,99000,99000,99000,99000,199888,199888,2021-01-04 00:00:00,2022-02-28 11:59:59
552406150,"('giao_hang_thanh_cong',)",2021-01-28 17:41:42,"('99000',)",1,154298,2,8752308460902,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
948622405,"('giao_hang_thanh_cong',)",2021-01-27 22:48:46,"('99000',)",1,154298,2,8752308460902,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
683631795,"('giao_hang_thanh_cong',)",2021-01-27 22:06:07,"('99000',)",1,154298,2,8752308460902,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
859731583,"('giao_hang_thanh_cong',)",2021-01-27 19:36:05,"('99000',)",1,154298,2,8752308460902,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
240730783,"('giao_hang_thanh_cong',)",2021-01-27 19:17:46,"('99000',)",1,154298,2,8752308460902,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
564136196,"('giao_hang_thanh_cong',)",2021-01-27 17:42:29,"('99000',)",1,154298,2,8752308460902,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
226375348,"('giao_hang_thanh_cong',)",2021-01-27 16:20:56,"('99000',)",1,154298,2,8752308460902,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
850988002,"('canceled',)",2021-01-27 16:20:56,"('99000',)",1,154298,2,8752308460902,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
309972453,"('canceled',)",2021-01-27 14:13:31,"('99000',)",1,154298,2,8752308460902,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
851236209,"('giao_hang_thanh_cong',)",2021-01-27 12:31:47,"('99000',)",1,154298,2,8752308460902,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
874647976,"('canceled',)",2021-01-27 10:54:08,"('99000',)",1,154298,2,8752308460902,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
224950610,"('canceled',)",2021-01-27 10:54:07,"('99000',)",1,154298,2,8752308460902,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
337778676,"('canceled',)",2021-01-28 14:06:55,"('99000',)",1,154298,1,5773741682006,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
296245385,"('canceled',)",2021-01-28 13:51:51,"('99000',)",1,154298,1,5773741682006,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
914691872,"('canceled',)",2021-01-28 13:16:10,"('99000',)",1,154298,1,5773741682006,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
420051698,"('giao_hang_thanh_cong',)",2021-01-27 11:46:03,"('99000',)",1,154298,1,5773741682006,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
652191326,"('giao_hang_thanh_cong',)",2021-01-28 03:25:56,"('99000',)",1,154298,1,4241698692252,99000,99000,99000,99000,199888,199888,2021-01-27 09:35:00,2021-12-31 11:59:59
801733701,"('giao_hang_thanh_cong',)",2021-01-28 13:21:34,"('99000',)",1,154298,1,8213630740587,99000,99000,168888,168888,168888,168888,2021-01-27 09:35:00,2021-12-31 11:59:59
483831260,"('giao_hang_thanh_cong',)",2021-01-28 10:31:48,"('99000',)",1,154298,1,8213630740587,99000,99000,168888,168888,168888,168888,2021-01-27 09:35:00,2021-12-31 11:59:59
951983061,"('giao_hang_thanh_cong',)",2021-01-27 21:51:09,"('99000',)",1,154298,1,8213630740587,99000,99000,168888,168888,168888,168888,2021-01-27 09:35:00,2021-12-31 11:59:59
415777162,"('giao_hang_thanh_cong',)",2021-01-27 20:19:51,"('99000',)",1,154298,1,8213630740587,99000,99000,168888,168888,168888,168888,2021-01-27 09:35:00,2021-12-31 11:59:59
628124690,"('giao_hang_thanh_cong',)",2021-01-27 14:34:46,"('99000',)",1,154298,1,8213630740587,99000,99000,168888,168888,168888,168888,2021-01-27 09:35:00,2021-12-31 11:59:59
346500256,"('giao_hang_thanh_cong',)",2021-01-27 14:25:08,"('99000',)",1,154298,1,8213630740587,99000,99000,168888,168888,168888,168888,2021-01-27 09:35:00,2021-12-31 11:59:59
470649428,"('canceled',)",2021-01-27 11:47:36,"('99000',)",1,154298,1,8213630740587,99000,99000,168888,168888,168888,168888,2021-01-27 09:35:00,2021-12-31 11:59:59
648350414,"('giao_hang_thanh_cong',)",2021-01-27 21:18:01,"('99000',)",1,154298,1,4605536042126,99000,99000,168888,168888,168888,168888,2021-01-27 09:35:00,2021-12-31 11:59:59
415777162,"('giao_hang_thanh_cong',)",2021-01-27 20:19:51,"('99000',)",1,154298,1,4605536042126,99000,99000,168888,168888,168888,168888,2021-01-27 09:35:00,2021-12-31 11:59:59
677576712,"('canceled',)",2021-01-27 20:08:41,"('99000',)",1,154298,1,4605536042126,99000,99000,168888,168888,168888,168888,2021-01-27 09:35:00,2021-12-31 11:59:59
940069438,"('giao_hang_thanh_cong',)",2021-01-27 09:53:15,"('99000',)",1,154298,1,4605536042126,99000,99000,168888,168888,168888,168888,2021-01-27 09:35:00,2021-12-31 11:59:59
297265380,"('len_ke',)",2021-01-28 07:35:02,"('329000',)",1,67471,1,4848593087604,304000,329000,418000,418000,418000,418000,2021-01-27 00:00:00,2021-01-28 23:59:59
342877836,"('ban_giao_doi_tac',)",2021-01-28 14:24:58,"('9651000',)",1,,,,,,,,,,,
887288949,"('giao_hang_thanh_cong',)",2021-01-28 17:59:24,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
334875490,"('giao_hang_thanh_cong',)",2021-01-28 17:34:24,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
783042258,"('canceled',)",2021-01-28 17:34:24,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
720301783,"('giao_hang_thanh_cong',)",2021-01-28 15:36:45,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
216295170,"('giao_hang_thanh_cong',)",2021-01-28 14:01:50,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
444326985,"('canceled',)",2021-01-28 14:01:50,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
372356952,"('giao_hang_thanh_cong',)",2021-01-28 13:12:29,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
680976452,"('giao_hang_thanh_cong',)",2021-01-28 11:53:46,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
921706922,"('giao_hang_thanh_cong',)",2021-01-28 11:44:55,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
450034009,"('giao_hang_thanh_cong',)",2021-01-28 11:30:07,"('31900',)",2,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
266930266,"('canceled',)",2021-01-28 11:30:06,"('31900',)",2,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
707417396,"('giao_hang_thanh_cong',)",2021-01-28 10:33:18,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
858398866,"('canceled',)",2021-01-28 10:33:18,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
253878540,"('canceled',)",2021-01-28 10:27:28,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
875752917,"('canceled',)",2021-01-28 10:27:28,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
810699470,"('giao_hang_thanh_cong',)",2021-01-28 10:15:51,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
980858093,"('giao_hang_thanh_cong',)",2021-01-28 01:33:12,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
760185811,"('giao_hang_thanh_cong',)",2021-01-28 00:17:26,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
963499464,"('canceled',)",2021-01-27 23:51:17,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
473432398,"('canceled',)",2021-01-27 23:51:17,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
886011583,"('giao_hang_thanh_cong',)",2021-01-27 23:20:49,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
397193694,"('giao_hang_thanh_cong',)",2021-01-27 22:30:18,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
540931417,"('canceled',)",2021-01-27 22:30:18,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
660738732,"('giao_hang_thanh_cong',)",2021-01-27 21:16:34,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
605866425,"('canceled',)",2021-01-27 21:16:33,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
418026204,"('canceled',)",2021-01-27 21:03:04,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
436775610,"('canceled',)",2021-01-27 21:03:04,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
224163414,"('giao_hang_thanh_cong',)",2021-01-27 20:28:58,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
338182323,"('giao_hang_thanh_cong',)",2021-01-27 20:17:57,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
745363423,"('giao_hang_thanh_cong',)",2021-01-27 18:00:14,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
556037410,"('canceled',)",2021-01-27 18:00:14,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
934937140,"('canceled',)",2021-01-27 17:09:55,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
213057773,"('giao_hang_thanh_cong',)",2021-01-27 16:55:30,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
731394236,"('giao_hang_thanh_cong',)",2021-01-27 15:55:13,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
719820537,"('canceled',)",2021-01-27 15:55:13,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
253577677,"('giao_hang_thanh_cong',)",2021-01-27 15:51:10,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
745105184,"('canceled',)",2021-01-27 15:51:10,"('31900',)",1,1,1,1191149703347,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
344762274,"('giao_hang_thanh_cong',)",2021-01-27 14:43:34,"('31900',)",1,1,1,1191149703347,,31900,36000,36000,36000,36000,2021-01-27 10:00:00,2021-01-31 23:59:00
773025397,"('canceled',)",2021-01-27 14:43:34,"('31900',)",1,1,1,1191149703347,,31900,36000,36000,36000,36000,2021-01-27 10:00:00,2021-01-31 23:59:00
876391561,"('giao_hang_thanh_cong',)",2021-01-27 14:43:00,"('31900',)",1,1,1,1191149703347,,31900,36000,36000,36000,36000,2021-01-27 10:00:00,2021-01-31 23:59:00
752424831,"('giao_hang_thanh_cong',)",2021-01-27 12:40:16,"('31900',)",1,1,1,1191149703347,,31900,36000,36000,36000,36000,2021-01-27 10:00:00,2021-01-31 23:59:00
936686419,"('giao_hang_thanh_cong',)",2021-01-27 11:42:00,"('31900',)",1,1,1,1191149703347,,31900,36000,36000,36000,36000,2021-01-27 10:00:00,2021-01-31 23:59:00
215181179,"('giao_hang_thanh_cong',)",2021-01-27 11:39:56,"('31900',)",1,1,1,1191149703347,,31900,36000,36000,36000,36000,2021-01-27 10:00:00,2021-01-31 23:59:00
603413777,"('giao_hang_thanh_cong',)",2021-01-27 11:17:26,"('31900',)",2,1,1,1191149703347,,31900,36000,36000,36000,36000,2021-01-27 10:00:00,2021-01-31 23:59:00
739890402,"('canceled',)",2021-01-27 11:17:26,"('31900',)",2,1,1,1191149703347,,31900,36000,36000,36000,36000,2021-01-27 10:00:00,2021-01-31 23:59:00
203807646,"('canceled',)",2021-01-27 06:34:17,"('36000',)",1,,,,,,,,,,,
875868344,"('canceled',)",2021-01-27 06:34:16,"('36000',)",1,,,,,,,,,,,
497070477,"('canceled',)",2021-01-26 23:17:59,"('36000',)",1,,,,,,,,,,,
744267322,"('giao_hang_thanh_cong',)",2021-01-26 23:17:46,"('36000',)",1,,,,,,,,,,,
347848371,"('canceled',)",2021-01-26 23:17:46,"('36000',)",1,,,,,,,,,,,
301259930,"('giao_hang_thanh_cong',)",2021-01-26 23:02:14,"('36000',)",1,,,,,,,,,,,
318667868,"('giao_hang_thanh_cong',)",2021-01-26 22:47:20,"('36000',)",1,,,,,,,,,,,
463809570,"('canceled',)",2021-01-26 22:37:19,"('36000',)",2,,,,,,,,,,,
587563452,"('giao_hang_thanh_cong',)",2021-01-26 22:19:47,"('36000',)",1,,,,,,,,,,,
834801876,"('giao_hang_thanh_cong',)",2021-01-26 22:01:56,"('36000',)",1,,,,,,,,,,,
830849786,"('giao_hang_thanh_cong',)",2021-01-26 21:08:03,"('36000',)",1,,,,,,,,,,,
455193233,"('canceled',)",2021-01-26 21:08:03,"('36000',)",1,,,,,,,,,,,
333358016,"('giao_hang_thanh_cong',)",2021-01-26 18:27:09,"('36000',)",1,,,,,,,,,,,
397405212,"('canceled',)",2021-01-26 18:27:08,"('36000',)",1,,,,,,,,,,,
240250983,"('giao_hang_thanh_cong',)",2021-01-26 17:06:11,"('36000',)",1,,,,,,,,,,,
282617489,"('canceled',)",2021-01-26 17:06:11,"('36000',)",1,,,,,,,,,,,
342478021,"('giao_hang_thanh_cong',)",2021-01-26 16:08:49,"('36000',)",1,,,,,,,,,,,
270473082,"('giao_hang_thanh_cong',)",2021-01-26 16:04:39,"('36000',)",1,,,,,,,,,,,
334875490,"('giao_hang_thanh_cong',)",2021-01-28 17:34:24,"('31900',)",1,1,1,7572351877387,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
783042258,"('canceled',)",2021-01-28 17:34:24,"('31900',)",1,1,1,7572351877387,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
216990801,"('giao_hang_thanh_cong',)",2021-01-28 11:30:07,"('31900',)",1,1,1,7572351877387,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
266930266,"('canceled',)",2021-01-28 11:30:06,"('31900',)",1,1,1,7572351877387,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
949446020,"('giao_hang_thanh_cong',)",2021-01-28 01:40:49,"('31900',)",1,1,1,7572351877387,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
501311736,"('canceled',)",2021-01-28 01:40:49,"('31900',)",1,1,1,7572351877387,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
991074151,"('giao_hang_thanh_cong',)",2021-01-28 00:02:49,"('31900',)",1,1,1,7572351877387,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
610336219,"('canceled',)",2021-01-27 23:51:17,"('31900',)",1,1,1,7572351877387,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
473432398,"('canceled',)",2021-01-27 23:51:17,"('31900',)",1,1,1,7572351877387,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
262378264,"('giao_hang_thanh_cong',)",2021-01-27 15:51:10,"('31900',)",1,1,1,7572351877387,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
745105184,"('canceled',)",2021-01-27 15:51:10,"('31900',)",1,1,1,7572351877387,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
604103315,"('giao_hang_thanh_cong',)",2021-01-27 14:56:31,"('31900',)",1,1,1,7572351877387,31900,31900,31900,31900,36000,36000,2021-01-27 14:55:00,2021-01-31 23:59:00
450180349,"('giao_hang_thanh_cong',)",2021-01-26 20:40:09,"('36000',)",1,,,,,,,,,,,
635381941,"('giao_hang_thanh_cong',)",2021-01-26 16:54:26,"('36000',)",1,,,,,,,,,,,
690628158,"('canceled',)",2021-01-26 16:54:25,"('36000',)",1,,,,,,,,,,,
